legid,reconstructed_duration
#25:22441,2083
#22:22606,4063
#24:22231,542
#26:6276,684
#25:22188,263
#23:22899,1627
#29:6353,1215
#22:22932,2266
#223:49272,786
#24:23274,918
#23:23545,786
#23:23850,1008
#26:6765,744
#24:23803,406
#22:23882,996
#22:24866,651
#26:7043,992
#23:24834,1617
#24:25176,1453
#23:34933,1098
#25:35006,1095
#28:6829,131
#24:24375,524
#24:24784,393
#29:6924,1573
#23:24787,2228
#24:24754,366
#24:25282,365
#26:8218,281
#24:28937,1217
#23:28984,2129
#22:29017,512
#22:29010,954
#22:28997,465
#25:29235,415
#24:30889,274
#23:30939,454
#27:8719,791
#24:30890,133
#25:30846,1372
#227:9871,755
#222:35395,357
#23:30932,626
#22:30966,95
#24:30884,352
#25:30841,184
#26:8759,167
#23:30935,765
#223:35393,1723
#225:35388,1583
#222:35393,753
#223:35392,667
#224:35389,1084
#24:24794,311
#28:6965,274
#25:24750,1217
#224:36018,814
#229:10023,2925
#225:36014,269
#226:10034,338
#222:36026,683
#224:36020,1043
#222:36102,479
#223:36098,648
#223:47098,386
#228:13158,896
#224:47092,994
#24:24847,1311
#25:25482,918
#28:7187,393
#22:25608,393
#29:7149,1442
#24:25527,262
#23:25575,1442
#23:25403,262
#26:7209,262
#24:25354,918
#28:7517,524
#24:26600,2884
#29:7479,786
#23:26650,262
#26:7597,393
#24:26601,655
#22:25607,918
#27:7246,786
#26:7287,262
#22:26681,1573
#24:25668,1049
#22:25750,1442
#27:7274,262
#24:25669,2359
#28:7236,655
#25:25625,262
#22:26674,786
#24:26593,1049
#25:26549,2359
#27:7553,131
#22:26675,1442
#23:26643,131
#28:7515,918
#25:26550,4588
#25:26546,786
#24:29140,262
#26:8279,262
#25:29096,918
#24:29672,1049
#24:29817,1049
#23:29980,1049
#23:30108,524
#25:30014,262
#22:30140,393
#23:30107,2097
#25:30113,1704
#25:30451,131
#223:36075,1047
#223:36127,539
#226:10073,335
#224:36123,552
#223:36124,1268
#227:10067,605
#224:36120,423
#228:10064,426
#225:36116,407
#229:10061,709
#222:36128,1556
#222:36202,484
#225:36702,643
#226:10269,244
#222:36714,706
#227:10265,242
#223:36711,1085
#224:36707,723
#223:37536,1553
#224:37531,1501
#225:37526,1077
#227:10510,270
#222:37540,662
#223:37540,1282
#224:37535,1291
#222:37545,1274
#223:37542,1158
#223:37543,472
#229:10502,1202
#224:37538,476
#226:10516,1699
#225:37533,253
#224:38442,439
#227:10764,233
#225:38437,1968
#228:10758,351
#222:38451,866
#229:10755,1158
#223:38448,889
#224:38443,1761
#226:10769,1270
#225:38438,2019
#223:38583,530
#226:10807,240
#224:38578,587
#227:10803,1341
#225:38573,544
#224:38851,1175
#225:38894,362
#226:10889,962
#222:38908,371
#223:38991,1320
#223:39449,1381
#224:39444,1037
#222:39634,636
#229:11056,646
#223:39630,1869
#226:11072,909
#224:39625,953
#225:39618,426
#227:11068,556
#222:39635,3746
#228:11060,1364
#223:39631,305
#222:39718,292
#222:39788,1698
#224:39779,170
#225:39880,1301
#222:40041,1138
#222:40372,507
#225:40357,1104
#228:11260,1133
#222:40374,1936
#225:40358,1487
#222:40746,221
#224:40951,1468
#222:41047,412
#222:41303,1069
#223:41299,770
#223:41410,1129
#224:41550,1221
#225:41649,597
#223:42621,804
#223:42620,1419
#223:42617,158
#227:11857,350
#224:42620,676
#228:11849,300
#225:42613,759
#224:42611,5077
#228:11845,388
#225:42604,5750
#229:11842,713
#222:42621,922
#224:43290,1320
#222:43553,2225
#227:12114,994
#225:43536,499
#225:44425,1203
#223:44381,525
#229:12331,548
#224:44376,1937
#225:44535,1347
#226:12402,1104
#223:44551,232
#223:44698,383
#229:12442,280
#225:44683,181
#223:44699,1333
#224:45902,363
#225:45892,226
#229:12824,1453
#222:45914,314
#224:45908,235
#224:45906,634
#222:45917,1083
#222:45916,2172
#224:45905,4200
#225:46388,1483
#223:46405,1445
#223:46500,674
#228:13005,1084
#225:46484,545
#229:12999,1679
#222:46506,575
#222:46683,1884
#229:13046,768
#224:46672,1322
#223:47086,1237
#225:47069,1681
#224:47079,2140
#225:47068,630
#228:13154,774
#222:47090,286
#229:13148,384
#223:47085,954
#225:47070,378
#224:47297,4944
#222:47309,344
#224:47298,5095
#227:13229,624
#222:47310,441
#23:25187,1190
#26:7145,457
#24:25138,621
#27:7104,533
#25:25094,593
#28:7066,775
#22:25220,269
#23:25184,1022
#23:25189,962
#25:25458,91
#22:25587,284
#26:7260,391
#23:25556,3058
#26:7262,523
#23:25560,6035
#27:7222,241
#22:25594,956
#28:7184,450
#23:25562,2930
#22:25595,202
#25:26155,217
#22:26281,4425
#29:7374,943
#23:26249,604
#25:26156,647
#22:26282,90
#26:7492,390
#23:26250,263
#23:26450,404
#25:27066,232
#29:7594,1318
#22:27192,185
#26:7712,483
#22:27194,466
#23:27162,216
#27:7671,951
#24:27113,91
#25:27069,1500
#28:7633,327
#23:27163,150
#29:7595,381
#24:27114,1257
#26:7713,371
#25:27070,670
#27:7672,610
#22:27196,226
#23:25826,272
#24:25777,2641
#23:25827,958
#25:25672,453
#28:7255,437
#24:25717,214
#29:7217,254
#25:25673,1045
#229:9715,150
#224:34854,821
#225:34853,1550
#23:25476,86
#223:40742,604
#226:11391,1240
#224:40737,737
#227:11387,246
#225:40730,658
#222:40747,136
#223:40743,89
#224:40738,424
#228:11379,649
#225:40731,370
#222:40748,602
#223:40852,1906
#228:11416,2697
#229:11413,383
#225:40840,227
#226:11429,251
#222:40857,2470
#227:11425,757
#223:40853,408
#224:40844,798
#225:40837,977
#223:40744,1043
#224:40739,276
#225:40732,714
#226:11392,508
#222:40749,136
#227:11388,927
#224:40740,1100
#225:40733,182
#222:40750,488
#228:11380,279
#223:40746,197
#224:40741,678
#222:40751,161
#223:40747,746
#229:11377,359
#224:40742,168
#226:11393,1104
#225:40735,602
#222:40752,1096
#227:11389,1490
#224:40743,405
#228:11381,342
#222:40753,731
#223:40854,410
#222:40856,136
#225:40841,745
#223:43539,543
#224:43534,857
#225:46348,700
#223:46365,136
#226:12978,616
#224:46359,492
#224:49118,460
#225:49106,1853
#222:49131,815
#227:13745,390
#224:49119,955
#223:46431,1390
#222:46436,674
#225:46414,1313
#223:49123,555
#225:49105,317
#223:49124,88
#22:25922,3366
#24:27009,948
#25:26964,264
#23:27313,811
#22:28655,777
#23:29124,430
#25:29662,1447
#26:8421,251
#23:29756,1054
#25:30219,2369
#224:37692,2219
#225:39993,674
#224:40455,1788
#223:43455,459
#222:43460,895
#223:44230,496
#224:44526,357
#228:12383,145
#225:44516,675
#222:45270,282
#222:46025,501
#22:26879,363
#222:33334,363
#27:7592,1617
#227:9248,1617
#23:26847,276
#224:33334,242
#225:33333,659
#228:9248,1752
#222:33335,212
#24:28214,1131
#23:28739,2980
#24:28690,3341
#24:28694,623
#29:8047,881
#25:28650,242
#223:33335,635
#224:33335,544
#229:9247,1959
#225:33334,215
#226:9249,236
#222:33336,453
#226:10864,1318
#222:38805,3128
#223:38802,1441
#224:38797,4036
#23:26901,507
#24:26899,2490
#25:27735,1704
#23:28260,1442
#23:28543,786
#25:28849,655
#26:8207,262
#22:28976,262
#23:28949,2490
#25:29273,1966
#27:8276,262
#23:31270,2097
#22:31898,393
#24:31815,655
#25:33095,524
#26:9374,524
#22:33224,1442
#24:33139,393
#24:33632,786
#25:33587,1835
#26:9536,262
#23:33683,262
#23:26963,1165
#22:27405,783
#29:7661,1097
#23:27372,676
#24:27323,1424
#22:27247,579
#23:27373,1432
#24:27324,2256
#26:7780,240
#27:7738,665
#22:27407,1498
#23:27409,596
#22:27966,262
#23:27041,131
#25:27635,1049
#24:27882,1311
#22:28601,131
#25:28474,786
#23:28743,918
#24:30213,524
#22:30339,3277
#24:30304,524
#24:27048,571
#24:27093,409
#24:27264,1287
#28:7783,869
#23:27897,320
#25:27804,365
#22:29355,317
#23:29322,90
#28:8230,814
#24:29273,1894
#23:29321,1756
#26:8310,944
#24:29272,135
#27:8268,980
#25:29228,683
#23:28305,993
#24:29270,941
#25:29226,184
#22:29106,1353
#24:29269,271
#23:29317,357
#25:29291,1003
#22:27204,2401
#23:27732,924
#22:27765,1235
#22:28007,1866
#28:7863,487
#24:27925,408
#25:28552,2076
#24:29335,2298
#22:32629,1961
#23:33269,2026
#24:33855,1959
#25:35645,2179
#24:37451,1851
#26:10641,378
#25:37404,1083
#24:27743,308
#22:28450,7104
#25:27698,3252
#29:7768,812
#22:27825,676
#23:28172,328
#24:28035,146
#25:28079,360
#22:28205,253
#24:28121,793
#28:7928,717
#22:28204,825
#29:7890,345
#23:28171,3358
#22:28426,1226
#26:8074,304
#23:28393,423
#24:28344,1266
#24:28342,334
#23:28391,577
#22:29221,487
#25:29095,1222
#28:8198,583
#22:29222,581
#29:8160,1330
#23:29189,194
#23:29190,1921
#28:8199,1345
#24:29141,2013
#23:29182,3441
#26:8276,1603
#24:29133,501
#27:8234,261
#22:29216,1457
#28:8196,762
#23:29183,2565
#29:8158,572
#24:29134,1985
#26:8277,1030
#25:29090,458
#27:8235,716
#22:29217,963
#24:29609,332
#25:29130,91
#24:29610,3312
#24:29979,643
#24:29980,1992
#223:49122,1805
#223:49256,831
#227:13803,624
#224:49250,657
#224:49367,544
#225:38802,3501
#223:49373,331
#222:49379,734
#227:13844,1077
#224:49366,2665
#224:49363,1551
#222:49263,955
#227:13804,1414
#222:49264,273
#228:13790,334
#223:49258,662
#227:13805,808
#224:49253,787
#228:13791,245
#222:49266,319
#229:13785,235
#223:49260,637
#223:49253,255
#227:13802,476
#228:13788,493
#224:49248,3647
#229:13782,212
#225:49236,365
#226:13808,235
#222:49261,2488
#225:49232,317
#222:49257,90
#223:49251,181
#224:49244,412
#222:49376,714
#229:13823,1070
#225:49352,2690
#224:49362,324
#225:49350,187
#227:13843,1429
#223:49369,233
#27:7804,66
#24:27590,896
#27:7901,108
#25:27880,738
#22:28359,478
#29:7931,1565
#23:28326,588
#25:28235,409
#24:28283,230
#25:28239,375
#25:28223,465
#23:28427,1019
#25:28475,1199
#22:29940,1303
#22:31067,940
#26:8789,98
#22:31097,780
#23:31290,647
#23:31517,694
#25:32178,1062
#22:32307,629
#29:9017,235
#23:32273,159
#22:27667,769
#24:32011,708
#25:31972,748
#24:32012,3632
#24:33713,237
#23:33763,621
#25:27638,1214
#24:27748,1499
#28:7808,640
#25:27704,225
#29:7770,1420
#22:27831,243
#25:28050,182
#26:8000,473
#22:28177,347
#24:27770,262
#28:7814,220
#22:27853,117
#29:7776,978
#23:27820,766
#22:28185,472
#25:28056,323
#22:28178,212
#28:7920,671
#23:28145,266
#25:27970,448
#27:7931,677
#22:28097,405
#28:7893,865
#23:28064,205
#29:7855,1581
#24:28015,695
#24:28095,2892
#27:7958,276
#25:28051,1630
#23:28709,407
#27:8115,581
#24:28660,443
#25:28616,372
#22:28743,363
#28:8077,1275
#23:28710,143
#29:8039,882
#25:28617,532
#26:8158,553
#22:28744,419
#27:8116,419
#24:28662,1031
#25:28618,356
#22:28745,488
#23:29398,759
#25:30586,458
#28:8609,637
#22:30713,444
#29:8571,833
#23:30680,276
#24:30631,395
#26:8690,314
#25:30587,215
#22:30714,937
#23:30681,338
#27:8648,599
#24:30632,197
#28:8610,1509
#23:30679,1233
#25:30579,479
#23:30668,502
#23:30674,387
#24:27769,393
#26:7894,262
#25:27725,2359
#23:27857,786
#25:28187,1180
#22:27945,303
#25:27820,518
#24:27887,335
#27:7887,355
#22:27970,488
#24:28220,316
#29:7920,290
#25:28176,228
#26:8039,359
#22:28303,617
#25:29381,1245
#24:29425,1099
#23:30007,516
#27:8451,744
#24:29958,349
#23:34538,2792
#222:35911,238
#223:35908,734
#228:9996,516
#224:35904,513
#225:35900,679
#229:9993,637
#222:35912,506
#223:35909,324
#226:10004,611
#225:35901,371
#227:10000,498
#222:35913,528
#228:9997,236
#223:35910,199
#229:9994,804
#224:35906,142
#226:10005,187
#225:35902,317
#227:10001,270
#222:35914,568
#228:9998,666
#224:35907,227
#28:7886,154
#22:28075,1109
#23:28070,443
#23:28153,423
#25:28306,1793
#22:28433,1217
#23:28400,2855
#22:28472,4204
#22:28923,945
#25:29005,953
#22:29132,2479
#23:29235,1208
#24:29186,450
#25:29142,705
#22:29269,635
#23:29236,1323
#25:29338,272
#22:29465,2676
#23:29432,601
#24:29796,371
#25:29752,373
#23:30010,702
#24:29961,168
#25:29917,1415
#22:30164,2023
#25:30038,577
#24:30179,648
#24:30473,506
#25:30880,636
#22:31131,364
#25:31101,408
#24:32147,1064
#22:32234,530
#23:32200,1195
#25:32108,1460
#23:32204,1469
#25:32363,3791
#23:32461,3289
#24:32411,686
#25:32367,2764
#23:32838,936
#23:32840,267
#22:33241,821
#23:33501,708
#25:34049,627
#22:34180,1830
#24:34208,557
#22:34693,441
#24:34673,680
#22:35932,309
#24:35845,479
#25:35798,655
#23:36117,446
#22:36240,1035
#24:36501,730
#25:36998,445
#23:37096,451
#25:37000,634
#22:37719,612
#23:37679,204
#25:37976,1801
#25:37977,2534
#22:38115,2246
#24:38154,558
#24:28119,1111
#25:28693,1819
#24:28959,1485
#23:29230,1039
#26:8286,1210
#24:29181,555
#25:29294,2098
#28:8244,1020
#22:29421,369
#29:8206,1300
#23:29388,1438
#22:30010,5705
#28:8403,386
#24:29928,1653
#25:29884,536
#22:30011,1600
#24:30683,1554
#26:8707,430
#25:30639,2425
#22:30765,387
#23:30505,755
#22:31320,1799
#25:31199,2072
#22:32299,190
#23:32265,1708
#24:32580,293
#25:32536,100
#22:32973,565
#23:32939,1871
#222:34003,5365
#223:39818,343
#227:11114,326
#224:39813,2480
#228:11106,461
#225:39806,553
#222:39823,1445
#223:39819,1301
#229:11103,236
#224:39814,637
#225:39807,181
#226:11119,839
#222:39824,1281
#223:39820,595
#224:39815,667
#225:39808,294
#22:28272,1915
#28:7949,627
#24:28190,1224
#24:28651,358
#23:28702,429
#26:8155,236
#24:28653,262
#22:28731,456
#24:28633,1725
#23:30250,226
#24:30201,433
#25:30157,416
#23:30251,356
#25:30158,378
#29:8443,486
#23:30252,158
#26:8562,780
#25:30159,372
#23:30253,372
#24:30204,1240
#25:30160,285
#27:8520,1353
#22:30287,719
#23:30254,542
#28:8482,836
#24:30205,1182
#24:30202,1436
#23:30255,1356
#24:30206,493
#26:8563,665
#25:30162,1216
#22:30289,3092
#23:30256,389
#25:30163,297
#22:30290,2865
#27:8521,1157
#23:30257,597
#25:30202,2014
#22:30329,379
#23:30356,1418
#24:30307,1293
#23:30734,816
#24:30685,362
#25:31817,136
#22:31946,1103
#23:31912,439
#26:9044,632
#24:31862,726
#25:31818,488
#25:31821,361
#22:31950,375
#24:31866,243
#25:31822,653
#22:31951,1232
#23:31917,445
#25:31824,1176
#23:32229,1420
#27:9074,513
#24:32179,1234
#24:32722,363
#22:32807,360
#28:9194,867
#23:32773,320
#24:32725,1268
#22:32810,2238
#22:32812,1274
#25:32684,1260
#24:33332,1674
#28:9361,365
#25:33287,1055
#25:32981,514
#22:33418,422
#29:9321,1498
#23:33383,282
#24:33333,2582
#26:9445,894
#25:33288,470
#22:33419,90
#23:33384,544
#24:33334,1592
#25:33434,1090
#22:33583,2493
#23:33548,113
#25:34013,317
#28:9590,713
#22:34144,1122
#29:9550,2462
#24:34059,187
#23:34110,497
#22:34146,568
#25:34018,2900
#29:9551,604
#22:34149,1495
#26:9675,365
#23:34114,318
#27:9631,340
#25:34019,973
#23:34115,1469
#25:34320,460
#26:9776,585
#22:34451,1082
#23:34416,407
#24:34369,226
#25:34324,748
#23:34418,960
#28:9817,1080
#25:34715,1440
#24:35340,2726
#22:35426,181
#26:10077,879
#23:35391,368
#24:35341,3306
#25:35296,840
#22:35427,383
#27:10033,377
#23:35392,580
#25:35753,369
#23:35852,408
#25:35755,314
#22:35890,1180
#23:35853,339
#28:10118,1107
#25:35756,746
#23:35854,678
#24:36202,1223
#25:36155,374
#28:10225,575
#22:36290,4676
#22:36291,794
#23:36334,432
#24:36284,459
#28:10245,368
#25:36237,1822
#29:10204,419
#22:36372,917
#26:10330,824
#23:36335,1512
#25:36238,376
#22:36373,1694
#23:36579,393
#24:36529,982
#25:36482,258
#28:10313,965
#23:36580,844
#24:36530,564
#25:36624,365
#22:36761,507
#29:10305,1490
#24:36671,293
#22:37004,302
#27:10456,594
#23:36964,941
#24:36914,463
#28:10417,625
#22:37005,698
#23:36965,553
#23:36967,365
#28:10418,531
#25:36870,176
#24:37314,2773
#23:37368,374
#26:10606,1323
#25:37271,216
#24:37648,3444
#29:10572,435
#23:37703,368
#26:10700,1064
#24:37653,658
#22:37886,810
#23:37846,2665
#25:38033,409
#22:38171,100
#23:38131,740
#23:34959,3879
#24:34909,1092
#23:35234,406
#27:9983,993
#25:35139,317
#23:35235,768
#24:35185,337
#24:35480,147
#29:9985,178
#26:10111,470
#23:35531,181
#222:36921,181
#223:36918,180
#224:36914,690
#222:36923,749
#23:28362,3879
#23:29597,3582
#22:29632,554
#24:29849,866
#25:29807,924
#24:31113,669
#24:31114,455
#25:31070,1257
#22:31197,1055
#28:8734,421
#24:31115,1176
#25:31071,4071
#29:8695,80
#22:31198,4220
#23:32696,475
#24:32646,4247
#25:32602,4247
#22:32727,1135
#23:32693,1496
#28:9173,317
#24:32643,1150
#27:9212,145
#23:32698,794
#24:32648,1617
#25:32607,930
#23:32703,874
#25:34189,3563
#22:34321,3533
#25:34191,3540
#26:10053,146
#25:35230,273
#22:35361,1313
#23:35326,136
#27:10009,439
#24:35276,136
#25:35231,1122
#22:35362,182
#28:9970,515
#23:35327,707
#25:35233,297
#29:9930,379
#24:35279,2458
#26:10054,396
#22:35365,1549
#22:35366,525
#25:28248,528
#23:28342,2364
#24:28339,317
#25:28295,362
#23:28389,123
#27:8030,248
#24:28340,704
#29:7954,879
#22:28423,1154
#24:28494,91
#25:28450,837
#28:8036,327
#22:28577,2096
#223:36056,1440
#227:10043,443
#222:36060,182
#223:36057,4118
#228:13417,249
#222:48061,1952
#229:13411,235
#223:48056,1692
#224:48050,846
#226:13433,394
#225:48040,715
#222:48062,866
#223:48057,1363
#224:48051,1618
#225:48041,454
#222:48063,1518
#223:48058,136
#224:48052,1596
#225:48042,272
#222:48064,664
#228:13418,252
#223:48059,979
#25:28585,3300
#26:8149,436
#23:28679,1148
#28:8069,248
#25:28586,506
#24:29821,1489
#29:8329,693
#22:29904,2012
#22:29903,284
#28:8367,237
#23:29870,175
#224:38420,1662
#225:39630,1196
#229:11062,235
#222:39647,541
#226:11078,339
#224:39638,513
#227:11074,284
#223:39644,486
#228:11066,694
#224:39639,1234
#226:11079,1229
#223:39645,1463
#225:40724,346
#227:11385,1426
#222:40741,684
#228:11377,550
#223:40737,536
#222:41843,1133
#223:41839,1724
#224:45650,1006
#223:45657,960
#228:12762,998
#224:45652,547
#222:45663,444
#229:12756,586
#223:45658,1372
#224:46554,287
#227:13030,238
#225:46544,592
#25:28881,2490
#22:29008,2359
#22:31230,131
#25:31103,131
#28:8204,102
#23:29220,364
#23:30353,667
#24:29768,2885
#24:33733,219
#29:9446,1406
#25:33688,397
#23:34925,677
#25:30661,2491
#23:30761,673
#24:31255,987
#24:32116,2089
#24:32495,3004
#25:33133,2139
#28:9303,595
#22:33262,421
#25:31059,1101
#22:31188,1092
#25:31435,2618
#23:31530,928
#23:31527,928
#22:32305,728
#22:32366,347
#26:9157,935
#23:32332,395
#22:32377,1016
#25:32541,1143
#25:33731,1047
#22:33973,1321
#23:33938,1536
#25:34996,591
#24:35042,727
#29:9862,798
#22:35128,237
#26:9986,265
#22:35822,539
#25:37217,602
#225:48528,602
#23:37315,90
#228:13536,978
#28:10506,978
#24:37265,594
#223:48545,594
#229:13530,255
#224:48539,134
#226:13554,804
#26:10592,804
#22:37356,500
#225:48529,500
#22:37488,578
#222:48552,578
#227:13549,450
#27:10580,450
#223:48546,261
#228:13537,590
#28:10541,590
#224:48540,409
#24:37398,1031
#225:48530,622
#222:48553,1101
#22:37566,1101
#24:38516,958
#224:48541,775
#22:38607,909
#225:48531,909
#22:38923,570
#222:48554,570
#229:13531,660
#29:10936,660
#23:38883,453
#223:48548,453
#224:48542,1092
#225:48532,955
#226:13555,1650
#222:48555,1407
#224:48543,433
#225:48533,452
#222:48556,501
#223:48550,249
#227:13550,240
#224:48544,171
#225:48534,774
#222:48557,183
#228:13538,1453
#224:48545,591
#225:48535,515
#223:48552,2120
#225:48536,273
#225:48537,1196
#227:13551,1373
#224:48548,1579
#222:48561,1171
#225:48539,1007
#223:48557,1042
#226:13557,575
#224:48551,255
#225:48542,943
#224:48553,6654
#224:48558,1495
#229:13536,327
#223:48565,365
#226:13560,352
#225:48549,822
#222:48572,115
#227:13555,463
#223:48566,90
#224:48560,5277
#228:13544,755
#222:48575,350
#225:48553,911
#229:13538,2480
#222:48576,1498
#226:13562,1384
#224:48564,105
#225:48554,1276
#225:48555,1138
#224:48566,1778
#225:48556,363
#222:48579,454
#223:48573,500
#227:13557,1228
#225:48557,931
#228:13545,1042
#222:48580,360
#224:48630,1078
#222:48643,758
#223:48637,378
#222:49132,3094
#223:49126,321
#228:13731,916
#224:49120,182
#229:13725,1515
#222:49133,410
#223:49127,2641
#222:49319,1591
#223:49313,182
#225:49295,189
#222:49320,455
#223:49314,137
#227:13828,813
#224:49308,1343
#228:13814,530
#225:49296,501
#222:49380,646
#228:13830,392
#223:49374,882
#225:49639,912
#24:31063,1245
#25:31841,1220
#23:32224,2055
#26:9117,865
#24:32176,767
#28:9035,917
#22:32261,210
#25:32687,1648
#25:32688,568
#29:9158,564
#23:32783,777
#23:32787,1043
#23:33041,825
#23:33228,919
#24:33178,1802
#25:33134,90
#24:33179,245
#25:33135,1301
#29:9264,857
#22:33264,935
#26:9386,236
#23:33230,210
#22:33546,489
#29:9363,272
#24:33461,1794
#25:33417,1199
#26:9487,74
#25:33801,377
#29:9484,550
#22:33932,3530
#24:33851,240
#25:33806,4353
#26:9610,408
#24:33852,228
#27:9566,1374
#25:33807,1606
#25:33804,2638
#24:31049,873
#23:31525,795
#24:31475,430
#25:31431,142
#28:8841,389
#25:31429,1370
#23:31526,368
#29:8802,858
#24:31476,162
#25:31865,181
#22:31994,315
#25:32120,862
#28:9032,468
#22:32249,886
#24:32758,351
#29:9165,505
#22:32843,194
#24:32760,1701
#23:32999,1379
#25:33030,307
#27:9313,318
#23:33125,181
#24:33077,777
#28:9276,1343
#23:33128,760
#24:33223,1535
#23:33327,337
#23:33462,368
#27:9428,417
#24:33412,636
#28:9389,272
#25:33367,391
#25:33372,1355
#25:33495,1257
#28:9422,299
#23:33591,1927
#26:9528,537
#22:33696,107
#27:9484,431
#23:33661,95
#28:9445,259
#24:33611,342
#29:9405,579
#25:33566,559
#24:33686,181
#25:33641,1052
#23:33737,220
#24:33687,197
#29:9433,910
#22:33773,336
#23:33738,1525
#23:35617,864
#24:35567,588
#25:36009,586
#25:36010,942
#26:10270,1157
#22:36145,556
#27:10225,801
#24:36514,1591
#26:10397,1323
#25:36467,85
#23:36565,226
#24:36515,270
#25:36468,103
#27:10351,1323
#22:36606,180
#22:36655,359
#26:10406,689
#23:36615,1099
#22:37362,1591
#28:10508,979
#24:37272,310
#22:37363,285
#24:37276,744
#29:10468,1204
#24:37277,737
#28:10511,235
#25:37231,230
#29:10469,655
#23:37329,1006
#27:10551,1346
#24:37280,532
#24:37494,282
#29:10523,542
#25:37447,369
#23:37547,1032
#27:10605,1295
#24:37497,307
#28:10566,502
#25:37450,870
#23:37921,796
#25:37824,694
#22:38146,911
#26:10834,757
#23:38106,997
#25:38009,934
#27:10788,517
#22:38147,125
#24:38057,457
#28:10749,443
#22:38148,2537
#29:10707,513
#23:38108,235
#26:10835,1299
#24:38058,278
#25:38011,1298
#22:38149,474
#27:10789,344
