legid,ACT,CP,GT,WYR
#222:40516,0,0,1,0
#222:40520,0,0,2,0
#222:40568,-1,0,-2,0
#222:40569,0,0,0,0
#222:40571,0,2,4,0
#222:40572,0,3,1,0
#222:40582,0,2,1,0
#222:40583,0,0,-1,0
#222:40607,0,0,-1,0
#222:40615,0,-1,2,0
#222:40618,0,4,0,0
#222:40620,1,9,12,0
#222:40622,1,2,1,-1
#222:40630,0,0,0,0
#222:40632,0,0,1,0
#222:40633,0,1,0,0
#222:40634,0,0,0,0
#222:40638,1,2,2,0
#222:40642,0,2,5,0
#222:40643,1,2,5,0
#222:40645,0,0,4,0
#222:40655,1,-9,3,-10
#222:40657,1,0,4,0
#222:40661,0,0,-11,0
#222:40677,0,1,2,0
#222:40682,1,9,12,0
#222:40683,1,11,9,0
#222:40696,1,11,9,0
#222:40697,1,9,12,0
#222:40698,1,9,12,0
#222:40699,1,11,9,0
#222:40701,1,9,12,0
#222:40705,1,9,12,0
#222:40706,1,9,12,0
#222:40707,1,11,9,0
#222:40710,1,9,12,0
#222:40711,1,9,12,0
#222:40712,1,9,12,0
#222:40714,1,9,12,0
#222:40718,1,9,12,0
#222:40720,1,11,8,0
#222:40721,1,11,9,0
#222:40722,1,9,12,0
#222:40724,1,9,12,0
#222:40725,1,11,9,0
#222:40726,1,9,12,0
#222:40727,1,9,12,0
#222:40729,1,11,9,0
#222:40731,1,9,12,0
#222:40733,1,9,12,0
#222:40736,1,9,12,0
#222:40737,1,9,12,0
#222:40738,1,8,12,0
#222:40740,1,9,12,0
#222:40743,0,0,0,0
#222:40747,1,0,0,0
#222:40748,1,2,3,0
#222:40759,0,0,0,0
#222:40760,0,1,0,0
#222:40761,0,0,1,0
#222:40778,1,9,12,0
#222:40779,1,7,12,0
#222:40782,-1,0,-5,0
#222:40784,0,0,0,0
#222:40806,-1,-2,0,0
#222:40841,1,2,2,0
#222:40842,0,-1,0,0
#222:40843,0,4,2,0
#222:40844,1,4,1,0
#222:40847,1,0,0,0
#222:40850,0,1,1,0
#222:40851,0,0,1,0
#222:40852,1,0,2,0
#222:40887,-1,-1,0,-1
#222:40918,1,0,3,0
#222:40919,1,3,0,0
#222:40922,0,0,-1,0
#222:40936,1,1,1,0
#222:40937,1,0,0,0
#222:40940,1,0,0,0
#222:40941,1,1,0,0
#222:40942,1,1,0,0
#222:40944,1,0,0,0
#222:40945,1,1,0,0
#222:40946,1,1,1,0
#222:40951,1,1,0,0
#222:40952,1,0,0,0
#222:40953,1,0,0,0
#222:40955,1,2,2,0
#222:40957,0,10,8,0
#222:40958,0,0,0,0
#222:40959,0,0,0,0
#222:40968,1,8,6,0
#222:40981,1,6,2,0
#222:40982,-1,9,7,0
#222:40986,0,4,2,0
#222:40989,1,3,6,0
#222:40992,0,4,1,0
#222:40993,1,3,8,0
#222:40994,0,1,0,0
#222:40995,0,-1,2,0
#222:40996,0,-2,-1,0
#222:40997,0,1,1,0
#222:40999,0,4,4,0
#222:41000,0,0,0,0
#222:41001,0,0,3,0
#222:41003,0,-6,-2,0
#222:41004,0,3,5,0
#222:41005,0,2,0,0
#222:41006,0,0,3,0
#222:41007,0,-3,0,0
#222:41008,0,-3,0,0
#222:41009,0,-2,1,0
#222:41010,0,4,0,0
#222:41011,0,3,-1,0
#222:41013,0,0,1,0
#222:41014,1,3,7,0
#222:41015,0,-6,-1,0
#222:41016,0,-4,-2,0
#222:41017,0,3,1,0
#222:41018,0,-4,-2,0
#222:41019,0,0,1,0
#222:41020,0,3,3,0
#222:41026,1,3,7,0
#222:41032,1,2,4,0
#222:41040,0,-2,0,0
#222:41043,1,6,4,0
#222:41044,1,2,6,0
#222:41056,0,0,1,0
#222:41061,0,0,2,0
#222:41063,0,0,2,0
#222:41070,-1,3,2,0
#222:41071,0,1,0,0
#222:41072,0,0,1,0
#222:41077,0,0,0,0
#222:41078,0,6,0,0
#222:41083,0,0,1,0
#222:41084,0,0,1,0
#222:41090,0,0,2,0
#222:41091,1,-5,-1,0
#222:41100,0,-1,2,0
#222:41111,1,1,0,0
#222:41118,1,1,0,0
#222:41120,0,-1,0,0
#222:41129,1,11,6,0
#222:41145,0,2,0,0
#222:41149,1,3,3,0
#222:41150,1,3,3,0
#222:41151,1,3,3,0
#222:41157,1,3,3,0
#222:41158,1,3,3,0
#222:41170,0,1,2,0
#222:41178,0,2,0,0
#222:41183,0,0,2,0
#222:41196,0,2,0,0
#222:41204,0,1,3,0
#222:41207,0,0,0,0
#222:41221,0,4,3,0
#222:41231,1,6,3,0
#222:41241,0,3,4,0
#222:41245,0,5,3,0
#222:41246,1,2,9,0
#222:41247,0,1,4,0
#222:41254,0,2,5,0
#222:41256,0,1,0,0
#222:41266,1,7,4,0
#222:41268,1,5,5,0
#222:41285,0,3,-3,0
#222:41315,0,0,0,0
#222:41321,1,0,0,0
#222:41322,1,0,0,0
#222:41323,0,2,0,0
#222:41352,1,0,3,0
#222:41353,1,3,3,-1
#222:41361,1,1,2,1
#222:41366,0,0,0,0
#222:41387,0,0,0,0
#222:41388,0,0,0,0
#222:41391,0,0,0,0
#222:41395,0,0,0,0
#222:41403,0,0,0,0
#222:41419,0,0,1,0
#222:41421,0,3,0,0
#222:41422,0,1,0,0
#222:41424,1,1,2,0
#222:41440,0,7,2,0
#222:41452,1,0,0,0
#222:41471,0,1,0,0
#222:41472,0,1,0,0
#222:41474,0,3,0,2
#222:41476,0,1,0,0
#222:41481,0,0,-2,0
#222:41482,0,1,0,0
#222:41504,0,0,0,0
#222:41534,0,1,0,0
#222:41546,1,1,0,0
#222:41552,0,1,0,0
#222:41556,1,0,-2,0
#222:41560,0,0,-2,0
#222:41562,0,-1,-1,0
#222:41583,1,0,0,0
#222:41585,1,0,0,0
#222:41587,0,0,1,0
#222:41589,1,0,0,0
#222:41597,1,0,3,0
#222:41601,1,0,0,0
#222:41613,0,3,-2,0
#222:41614,-1,-1,3,0
#222:41615,1,1,0,0
#222:41622,0,-1,0,0
#222:41623,0,4,3,0
#222:41624,0,0,-1,0
#222:41625,0,1,2,0
#222:41626,0,1,2,0
#222:41628,0,4,-1,0
#222:41640,0,3,0,0
#222:41651,0,0,0,0
#222:41655,0,0,0,0
#222:41660,1,1,2,0
#222:41663,0,-2,-1,0
#222:41666,0,0,-2,0
#222:41668,0,2,1,0
#222:41670,0,0,0,0
#222:41674,0,1,1,0
#222:41684,0,4,1,0
#222:41689,1,-2,0,0
#222:41692,0,0,0,0
#222:41693,0,0,0,0
#222:41694,0,0,0,0
#222:41696,0,3,1,0
#222:41699,0,4,-2,0
#222:41704,0,1,1,0
#222:41705,1,0,1,0
#222:41719,0,0,-1,0
#222:41723,0,0,2,0
#222:41728,1,-3,-2,0
#222:41736,1,0,1,0
#222:41744,0,1,-2,0
#222:41745,0,0,-1,0
#222:41747,1,0,0,0
#222:41750,0,-2,0,0
#222:41751,0,-1,8,0
#222:41760,0,0,1,0
#222:41767,0,0,1,0
#222:41768,1,6,6,0
#222:41789,0,0,0,0
#222:41790,0,-2,1,0
#222:41818,0,0,1,0
#222:41823,0,0,-1,0
#222:41824,0,0,0,0
#222:41832,0,0,1,0
#222:41833,0,1,1,0
#222:41837,1,0,0,0
#222:41841,0,0,6,0
#222:41843,0,1,1,0
#222:41846,0,3,-3,-6
#222:41848,0,-2,-1,0
#222:41865,1,0,0,0
#222:41883,1,8,6,0
#222:41916,0,0,0,0
#222:41918,0,0,0,0
#222:41945,-1,4,3,0
#222:41946,0,2,0,0
#222:41949,-1,0,4,0
#222:41951,1,0,0,0
#222:41952,1,0,0,0
#222:41975,1,6,4,0
#222:41977,1,6,4,0
#222:41978,0,0,0,0
#222:41980,0,0,0,0
#222:41981,0,0,0,0
#222:41984,0,0,0,0
#222:42001,0,0,0,0
#222:42003,0,0,0,0
#222:42004,0,0,0,0
#222:42006,0,0,0,0
#222:42007,0,0,0,0
#222:42008,0,0,0,0
#222:42011,0,0,0,0
#222:42012,0,0,0,0
#222:42013,0,0,0,0
#222:42014,0,0,0,0
#222:42016,0,0,0,0
#222:42018,0,0,0,0
#222:42020,0,0,0,0
#222:42021,0,0,0,0
#222:42025,0,4,2,0
#222:42031,1,4,5,1
#222:42032,1,1,5,2
#222:42034,1,6,5,0
#222:42037,0,0,2,0
#222:42039,0,2,0,0
#222:42040,0,-1,3,-1
#222:42043,0,4,3,0
#222:42044,0,1,1,0
#222:42046,0,-1,-1,0
#222:42047,-1,3,0,0
#222:42049,0,0,0,0
#222:42051,0,-2,0,0
#222:42055,0,0,0,0
#222:42058,0,0,0,0
#222:42061,0,0,0,0
#222:42066,0,0,0,0
#222:42077,0,0,0,0
#222:42081,0,0,0,0
#222:42083,0,0,0,0
#222:42088,0,0,0,0
#222:42091,0,0,0,0
#222:42098,0,0,0,0
#222:42104,0,0,0,0
#222:42105,0,-2,1,0
#222:42106,0,-2,0,0
#222:42113,0,1,0,0
#222:42117,0,0,-1,0
#222:42122,0,6,4,0
#222:42127,0,5,4,0
#222:42140,0,3,3,0
#222:42142,0,0,0,0
#222:42145,0,0,0,0
#222:42146,0,0,0,0
#222:42149,0,0,0,0
#222:42151,1,3,3,0
#222:42192,0,-2,-4,0
#222:42200,0,-3,-5,0
#222:42206,1,1,4,0
#222:42213,0,0,0,0
#222:42214,0,0,0,0
#222:42215,0,0,0,0
#222:42217,0,0,0,0
#222:42222,0,-2,-5,0
#222:42224,0,4,7,0
#222:42225,0,-2,-4,0
#222:42226,0,-2,-3,0
#222:42231,0,-2,-3,0
#222:42232,0,-2,-3,0
#222:42235,0,-2,-3,0
#222:42238,1,5,5,0
#222:42239,0,0,4,0
#222:42240,0,-2,-2,0
#222:42248,0,0,1,0
#222:42256,1,3,3,1
#222:42257,0,0,1,0
#222:42261,0,1,5,0
#222:42269,-1,-1,7,0
#222:42270,-1,-5,6,0
#222:42275,0,0,0,0
#222:42281,0,0,0,0
#222:42283,0,0,0,0
#222:42284,0,0,0,0
#222:42293,1,3,4,1
#222:42295,0,4,1,0
#222:42302,0,-2,-1,0
#222:42303,1,0,0,0
#222:42304,1,5,4,0
#222:42305,1,2,1,0
#222:42306,1,-2,3,0
#222:42307,-1,7,4,0
#222:42309,1,9,4,0
#222:42310,1,11,8,0
#222:42312,0,0,0,0
#222:42318,0,0,0,0
#222:42324,0,0,0,0
#222:42327,0,0,0,0
#222:42329,0,0,0,0
#222:42330,0,0,0,0
#222:42331,0,0,0,0
#222:42334,1,11,9,0
#222:42336,1,7,4,0
#222:42338,1,3,2,0
#222:42348,0,4,0,0
#222:42349,0,3,7,0
#222:42351,1,6,3,0
#222:42353,0,3,2,0
#222:42354,1,6,2,0
#222:42355,0,-2,-1,0
#222:42362,-1,-1,-3,0
#222:42374,-1,-4,-6,0
#222:42449,0,2,2,0
#222:42451,1,9,6,4
#222:42453,1,1,0,0
#222:42455,1,0,0,1
#222:42456,1,1,0,0
#222:42457,1,9,10,6
#222:42459,1,0,0,0
#222:42460,1,0,0,0
#222:42463,1,0,0,0
#222:42470,1,0,0,0
#222:42508,1,1,0,0
#222:42514,1,0,0,0
#222:42515,-1,-3,-5,0
#222:42528,0,0,0,0
#222:42531,0,0,0,0
#222:42533,0,0,2,0
#222:42534,1,0,0,0
#222:42541,0,0,3,0
#222:42564,0,0,0,0
#222:42567,0,0,0,0
#222:42569,0,0,0,0
#222:42575,0,0,0,0
#222:42577,0,0,0,0
#222:42581,0,0,0,0
#222:42582,0,0,1,0
#222:42583,1,0,0,0
#222:42586,0,2,0,0
#222:42589,0,2,0,0
#222:42592,0,1,0,0
#222:42595,1,0,0,0
#222:42596,1,0,0,0
#222:42598,0,4,0,0
#222:42599,1,0,0,0
#222:42602,0,1,0,0
#222:42603,0,0,1,0
#222:42606,1,0,0,0
#222:42607,1,0,0,0
#222:42609,1,0,0,0
#222:42612,0,0,1,0
#222:42626,-1,-6,10,0
#222:42650,1,2,6,1
#222:42663,1,-2,0,0
#222:42666,0,0,0,0
#222:42667,1,5,8,0
#222:42721,0,1,0,0
#222:42733,-1,6,4,0
#222:42788,0,-4,3,0
#222:42803,1,9,7,2
#222:42806,0,0,1,0
#222:42807,0,3,3,0
#222:42834,0,0,-1,0
#222:42835,0,-1,2,0
#222:42853,0,1,4,0
#222:42857,0,0,0,0
#222:42861,0,0,1,0
#222:42870,0,1,4,-1
#222:42875,0,2,1,0
#222:42876,0,0,0,0
#222:42877,1,4,8,0
#222:42878,0,0,5,2
#222:42888,-1,3,-1,0
#222:42889,0,0,0,0
#222:42916,1,7,10,5
#222:42925,1,0,0,0
#222:42927,0,-1,2,0
#222:42934,0,1,0,0
#222:42938,0,0,2,0
#222:42939,0,0,0,0
#222:42942,0,0,0,0
#222:42943,0,0,0,0
#222:42951,0,3,0,0
#222:42956,0,0,0,0
#222:42964,0,1,1,0
#222:42966,1,4,11,0
#222:42967,0,1,0,0
#222:42971,1,0,0,0
#222:42973,1,0,0,0
#222:42976,0,1,1,0
#222:43001,0,1,1,0
#222:43005,0,2,1,0
#222:43024,0,1,2,0
#222:43088,0,2,1,0
#222:43097,1,3,2,0
#222:43105,0,0,1,0
#222:43106,1,4,4,0
#222:43107,1,3,3,0
#222:43113,1,4,3,0
#222:43118,0,2,-2,0
#222:43126,0,0,0,0
#222:43134,1,0,0,0
#222:43147,0,1,0,0
#222:43149,0,0,2,0
#222:43150,0,2,0,0
#222:43154,1,2,4,3
#222:43159,0,2,1,0
#222:43162,0,2,0,0
#222:43163,0,0,3,0
#222:43164,1,2,2,0
#222:43165,0,0,0,1
#222:43166,-1,1,3,-2
#222:43167,0,3,3,0
#222:43168,1,2,0,0
#222:43169,0,5,5,0
#222:43170,0,2,0,1
#222:43179,1,1,0,0
#222:43180,0,9,0,0
#222:43182,1,9,0,0
#222:43184,0,-1,-1,0
#222:43189,0,-9,1,0
#222:43196,0,-2,-2,0
#222:43218,0,1,2,0
#222:43236,1,10,8,0
#222:43255,1,9,4,0
#222:43261,0,-3,0,0
#222:43262,0,0,1,0
#222:43263,0,4,0,0
#222:43265,0,-1,3,-1
#222:43277,0,6,6,0
#222:43283,1,1,3,0
#222:43289,-1,1,-1,0
#222:43290,0,1,-2,0
#222:43293,-1,3,9,0
#222:43295,1,0,1,1
#222:43299,1,0,0,0
#222:43301,0,1,0,0
#222:43305,0,0,1,0
#222:43312,1,9,10,5
#222:43315,1,9,12,0
#222:43325,1,8,10,4
#222:43339,1,0,0,0
#222:43340,0,1,0,0
#222:43345,1,0,0,0
#222:43349,1,7,4,0
#222:43350,-1,3,9,0
#222:43353,0,-1,1,0
#222:43362,1,0,0,0
#222:43368,0,-2,0,0
#222:43373,1,4,5,0
#222:43375,1,3,5,3
#222:43378,0,1,0,0
#222:43379,0,1,0,0
#222:43381,0,1,0,0
#222:43382,0,0,1,0
#222:43388,0,0,1,0
#222:43394,1,1,0,0
#222:43395,0,2,2,0
#222:43398,1,7,12,0
#222:43414,0,4,0,0
#222:43415,0,1,0,0
#222:43416,0,0,0,0
#222:43417,0,-1,0,-1
#222:43427,0,0,1,0
#222:43429,0,0,2,0
#222:43434,0,0,3,0
#222:43438,0,3,9,0
#222:43457,0,1,0,0
#222:43469,0,2,2,0
#222:43470,0,3,2,0
#222:43475,0,2,3,0
#222:43478,0,0,2,0
#222:43479,0,0,2,0
#222:43480,1,0,2,0
#222:43481,0,0,2,0
#222:43482,0,0,2,0
#222:43484,0,0,2,0
#222:43485,0,0,2,0
#222:43486,0,0,2,0
#222:43513,1,1,0,0
#222:43536,0,-1,1,0
#222:43541,1,0,1,0
#222:43548,0,0,2,0
#222:43550,-1,-8,4,-7
#222:43551,-1,-1,1,0
#222:43552,1,6,5,1
#222:43554,0,0,2,0
#222:43556,0,0,1,0
#222:43560,1,2,0,0
#222:43575,0,0,2,0
#222:43578,0,0,2,0
#222:43582,0,0,2,0
#222:43654,-1,8,7,0
#222:43659,-1,8,7,0
#222:43665,-1,1,1,0
#222:43667,-1,1,1,0
#222:43696,-1,-5,-3,0
#222:43699,1,8,2,0
#222:43701,-1,0,0,0
#222:43703,-1,0,0,0
#222:43706,-1,0,0,0
#222:43713,0,-1,-1,0
#222:43714,-1,0,0,0
#222:43715,-1,0,0,0
#222:43750,1,9,-3,0
#222:43767,0,0,3,0
#222:43770,0,0,1,0
#222:43771,0,0,2,0
#222:43772,0,0,4,0
#222:43800,0,0,3,0
#222:43804,0,0,3,0
#222:43811,0,0,3,0
#222:43819,0,0,1,0
#222:43830,0,0,1,0
#222:43833,0,1,1,0
#222:43839,0,0,-1,0
#222:43855,0,0,1,0
#222:43862,1,0,1,0
#222:43864,0,3,7,0
#222:43866,1,1,0,0
#222:43867,0,1,3,0
#222:43869,0,3,0,0
#222:43873,0,-1,1,0
#222:43874,0,0,0,0
#222:43879,0,0,-1,0
#222:43880,0,0,-1,0
#222:43882,0,0,0,0
#222:43883,0,0,0,0
#222:43894,1,2,2,2
#222:43897,0,2,2,0
#222:43899,0,0,0,0
#222:43901,1,9,8,0
#222:43903,1,9,8,0
#222:43910,1,11,7,0
#222:43912,0,1,1,0
#222:43916,1,0,0,0
#222:43918,-1,7,-3,0
#222:43928,0,0,0,0
#222:43929,0,0,0,0
#222:43937,0,0,0,0
#222:43939,0,0,0,0
#222:43941,0,0,0,0
#222:43945,1,3,1,0
#222:43946,1,1,5,0
#222:43947,1,1,3,0
#222:43949,0,0,2,0
#222:43954,0,0,1,0
#222:43956,0,1,1,0
#222:43957,0,2,0,0
#222:43970,0,0,0,0
#222:43973,0,0,1,0
#222:43974,1,0,-1,0
#222:43975,0,-2,0,-1
#222:43982,1,-1,3,0
#222:43983,1,-3,4,0
#222:43985,1,-3,5,0
#222:43994,1,-3,3,0
#222:44004,0,0,0,0
#222:44005,1,5,4,1
#222:44006,0,1,0,0
#222:44009,0,0,2,0
#222:44010,0,0,2,0
#222:44013,1,0,10,0
#222:44027,-1,3,11,0
#222:44028,0,-1,0,0
#222:44034,0,0,1,0
#222:44068,0,-1,1,0
#222:44071,-1,-2,2,0
#222:44074,0,1,1,0
#222:44079,0,1,1,0
#222:44081,0,1,1,0
#222:44090,1,5,10,0
#222:44095,0,-1,-3,0
#222:44096,1,0,0,0
#222:44097,0,3,-5,0
#222:44118,0,1,1,0
#222:44125,-1,-3,1,0
#222:44126,0,-2,0,0
#222:44141,1,7,12,0
#222:44143,1,8,2,0
#222:44144,0,4,4,0
#222:44152,0,2,1,0
#222:44178,0,1,3,0
#222:44214,0,0,0,0
#222:44236,0,1,1,0
#222:44240,0,3,3,0
#222:44249,1,5,7,0
#222:44270,1,-1,1,0
#222:44279,0,0,0,0
#222:44280,0,0,0,0
#222:44283,0,0,0,0
#222:44284,0,0,0,0
#222:44350,0,0,0,0
#222:44354,0,0,0,0
#222:44357,0,0,0,0
#222:44363,0,0,0,0
#222:44364,0,0,0,0
#222:44384,0,0,9,0
#222:44386,1,9,8,3
#222:44387,1,9,6,7
#222:44395,0,-1,0,0
#222:44398,0,3,1,0
#222:44400,0,-1,1,0
#222:44401,0,-1,1,0
#222:44403,0,0,1,0
#222:44404,0,1,3,0
#222:44405,0,2,0,0
#222:44406,0,0,1,0
#222:44407,0,1,0,0
#222:44408,0,4,0,0
#222:44409,0,0,1,0
#222:44411,0,4,3,0
#222:44413,1,10,5,0
#222:44443,1,0,0,0
#222:44445,0,-1,0,0
#222:44446,0,3,1,0
#222:44455,1,0,0,0
#222:44463,0,0,2,0
#222:44464,0,2,7,0
#222:44465,0,2,2,0
#222:44477,0,1,1,0
#222:44494,0,1,0,0
#222:44501,0,0,0,0
#222:44503,0,4,2,0
#222:44506,0,1,4,2
#222:44508,0,0,0,0
#222:44518,0,1,0,0
#222:44520,0,-7,-2,-4
#222:44523,0,0,0,0
#222:44530,0,0,0,0
#222:44534,0,0,0,0
#222:44537,0,2,7,0
#222:44540,1,6,4,0
#222:44548,-1,8,6,0
#222:44550,-1,0,0,0
#222:44551,0,-1,-1,0
#222:44557,0,0,5,0
#222:44558,1,9,12,0
#222:44559,1,9,12,0
#222:44564,1,9,10,10
#222:44567,1,9,12,0
#222:44568,1,11,8,0
#222:44573,1,9,12,0
#222:44575,1,11,8,0
#222:44576,1,11,8,0
#222:44579,1,9,12,0
#222:44651,0,1,3,0
#222:44655,0,0,0,0
#222:44657,0,0,0,0
#222:44659,0,0,0,0
#222:44660,0,0,0,0
#222:44662,0,0,0,0
#222:44668,0,0,0,0
#222:44682,1,1,0,0
#222:44701,0,-1,0,0
#222:44716,0,-2,2,0
#222:44717,0,2,4,1
#222:44719,0,2,3,1
#222:44766,1,0,0,0
#222:44770,0,0,0,0
#222:44773,0,0,0,0
#222:44782,0,0,2,0
#222:44783,0,-1,-2,0
#222:44788,0,4,7,0
#222:44790,0,-1,-3,0
#222:44793,1,0,0,0
#222:44796,0,7,3,0
#222:44798,0,0,2,0
#222:44800,0,7,5,0
#222:44802,0,0,3,0
#222:44806,0,-1,4,0
#222:44813,0,1,0,0
#222:44815,0,0,1,0
#222:44819,0,-1,2,0
#222:44820,0,0,3,0
#222:44821,0,0,3,0
#222:44822,1,1,4,-2
#222:44823,0,0,2,0
#222:44824,0,0,3,0
#222:44831,0,0,3,0
#222:44832,0,-2,3,0
#222:44845,0,0,-1,0
#222:44851,0,7,3,2
#222:44854,0,0,2,0
#222:44858,0,0,5,0
#222:44871,1,-3,3,0
#222:44877,0,3,4,0
#222:44878,0,4,3,0
#222:44880,0,3,3,0
#222:44881,0,0,2,0
#222:44900,0,0,0,0
#222:44905,1,11,8,0
#222:44914,0,-3,3,0
#222:44916,0,0,0,0
#222:44919,1,9,7,0
#222:44920,1,8,7,0
#222:44937,1,-1,1,-2
#222:44939,1,9,12,0
#222:44950,1,4,2,0
#222:44952,1,4,2,0
#222:44969,0,2,1,0
#222:44981,0,2,2,0
#222:45006,0,0,2,0
#222:45007,0,0,2,0
#222:45037,1,3,5,0
#222:45039,1,3,5,0
#222:45047,1,4,3,0
#222:45053,0,4,3,0
#222:45055,0,2,4,0
#222:45057,0,-2,1,0
#222:45070,0,-1,0,0
#222:45071,0,2,1,0
#222:45075,0,0,4,0
#222:45097,1,1,1,0
#222:45157,0,4,-2,0
#222:45176,0,0,5,0
#222:45179,1,1,0,0
#222:45225,0,6,3,0
#222:45259,0,0,1,0
#222:45260,0,2,2,0
#222:45317,0,0,3,0
#222:45353,1,3,8,1
#222:45408,0,-2,0,0
#222:45409,0,0,0,0
#222:45414,0,1,0,0
#222:45442,0,2,2,0
#222:45445,-1,3,0,0
#222:45447,1,1,3,0
#222:45452,0,9,0,0
#222:45453,0,6,0,0
#222:45461,0,-1,2,0
#222:45483,1,9,13,0
#222:45484,0,1,1,0
#222:45485,1,9,12,0
#222:45486,0,0,1,0
#222:45487,0,0,2,0
#222:45488,1,9,13,0
#222:45499,1,9,13,0
#222:45500,1,7,13,0
#222:45507,1,9,12,0
#222:45508,1,9,12,0
#222:45514,0,0,0,0
#222:45515,-1,1,2,0
#222:45516,0,0,3,0
#222:45518,0,0,3,0
#222:45520,0,-3,2,0
#222:45526,0,4,1,0
#222:45527,1,7,12,0
#222:45528,1,7,13,0
#222:45529,1,9,13,0
#222:45530,1,7,12,0
#222:45543,1,9,12,0
#222:45557,0,0,0,0
#222:45559,0,-5,-2,0
#222:45561,0,3,0,0
#222:45565,1,0,0,0
#222:45568,1,0,0,0
#222:45569,0,1,0,0
#222:45576,1,9,8,0
#222:45577,1,11,7,0
#222:45582,1,11,7,0
#222:45587,1,9,8,0
#222:45605,1,-1,-1,0
#222:45609,1,11,7,0
#222:45611,-1,-2,3,0
#222:45618,0,0,1,0
#222:45619,0,0,1,0
#222:45620,0,0,1,0
#222:45622,0,0,1,0
#222:45629,0,0,1,0
#222:45633,0,0,1,0
#222:45636,0,0,1,0
#222:45640,0,0,1,0
#222:45646,1,9,-3,0
#222:45647,0,2,1,0
#222:45649,1,9,12,0
#222:45650,0,-1,0,0
#222:45652,1,-1,1,0
#222:45656,0,0,1,0
#222:45665,1,0,0,0
#222:45669,1,5,12,0
#222:45670,0,5,4,0
#222:45673,0,-1,0,0
#222:45679,0,0,0,0
#222:45704,0,1,0,0
#222:45718,1,0,0,0
#222:45725,0,-1,-2,0
#222:45749,0,0,0,0
#222:45757,0,0,1,0
#222:45764,0,0,0,0
#222:45786,0,0,1,0
#222:45817,0,-1,-1,0
#222:45819,0,-1,1,0
#222:45831,0,-1,0,0
#222:45832,0,-1,2,0
#222:45835,0,-1,1,0
#222:45837,0,-1,0,0
#222:45841,0,1,0,0
#222:45845,-1,-5,2,0
#222:45847,0,2,1,0
#222:45855,0,1,0,0
#222:45864,-1,3,0,0
#222:45869,1,0,0,0
#222:45872,0,0,1,0
#222:45873,0,0,1,0
#222:45880,0,0,0,1
#222:45881,0,0,0,1
#222:45889,0,3,0,0
#222:45891,0,0,1,0
#222:45893,0,1,0,0
#222:45894,0,1,0,0
#222:45912,0,0,1,0
#222:45925,0,0,1,0
#222:45926,0,0,1,0
#222:45932,0,1,0,0
#222:45937,1,9,12,0
#222:45941,0,0,2,0
#222:45958,0,0,1,0
#222:45960,0,0,1,0
#222:45971,0,0,2,0
#222:46006,0,0,10,-5
#222:46014,0,-1,0,0
#222:46031,0,8,9,0
#222:46032,0,-1,-1,0
#222:46035,1,8,1,0
#222:46036,1,0,0,0
#222:46037,0,11,7,0
#222:46039,0,9,6,0
#222:46057,0,11,5,0
#222:46074,0,8,7,0
#222:46078,0,0,3,0
#222:46093,0,1,7,0
#222:46128,0,6,7,0
#222:46163,0,0,5,0
#222:46169,0,6,9,0
#222:46173,0,7,7,0
#222:46187,0,5,2,0
#222:46190,0,2,7,0
#222:46196,0,4,5,0
#222:46197,0,0,5,-2
#222:46202,0,2,7,0
#222:46214,0,1,6,0
#222:46221,0,2,6,0
#222:46222,1,1,5,0
#222:46224,0,5,2,0
#222:46227,1,2,1,0
#222:46229,0,4,7,0
#222:46236,0,0,1,0
#222:46237,0,0,1,0
#222:46249,0,0,1,0
#222:46271,0,2,5,0
#222:46279,1,1,0,0
#222:46281,1,1,1,0
#222:46283,1,2,1,0
#222:46284,1,1,1,0
#222:46285,1,1,1,0
#222:46288,1,1,1,0
#222:46290,1,1,1,0
#222:46292,1,1,1,0
#222:46293,1,11,9,0
#222:46294,1,1,1,0
#222:46296,1,9,12,0
#222:46297,1,1,1,0
#222:46299,1,1,1,1
#222:46300,1,1,1,0
#222:46302,1,1,1,0
#222:46306,1,1,1,0
#222:46307,1,1,1,0
#222:46308,1,2,1,0
#222:46309,1,1,1,0
#222:46312,1,1,1,0
#222:46316,1,1,1,0
#222:46317,1,1,1,0
#222:46319,1,-1,1,0
#222:46321,1,1,1,1
#222:46322,1,1,1,0
#222:46323,1,1,1,0
#222:46324,1,1,1,0
#222:46325,1,1,1,0
#222:46326,1,1,1,0
#222:46334,0,0,1,0
#222:46335,0,2,0,0
#222:46338,1,7,-2,0
#222:46341,0,3,0,0
#222:46342,1,0,0,0
#222:46347,1,5,1,0
#222:46349,1,9,9,0
#222:46350,0,0,0,0
#222:46358,1,1,1,0
#222:46360,1,11,7,0
#222:46372,0,1,0,0
#222:46380,1,2,0,0
#222:46390,0,0,1,0
#222:46394,0,0,0,0
#222:46395,0,2,0,0
#222:46396,1,1,1,1
#222:46397,0,-3,2,0
#222:46398,0,6,4,0
#222:46399,1,0,0,0
#222:46400,0,0,1,0
#222:46412,1,0,0,0
#222:46425,0,3,2,0
#222:46437,1,5,10,0
#222:46445,1,0,0,0
#222:46450,0,4,0,0
#222:46452,1,0,0,0
#222:46453,1,0,0,0
#222:46458,0,0,0,0
#222:46462,0,0,1,0
#222:46463,0,1,1,0
#222:46465,0,0,2,0
#222:46466,0,3,0,0
#222:46467,0,2,0,0
#222:46468,0,2,2,0
#222:46476,0,2,0,0
